"GENOTYPE","Winter_2013.LAe","Spring_2012.LAe","Spring_2013.LAe","Winter_2013.WD.LAl","Winter_2013.WW.LAl","Spring_2012.WD.LAl","Spring_2012.WW.LAl","Spring_2013.WD.LAl","Spring_2013.WW.LAend","Spring_2013.WW.gs_max","Spring_2013.WD.gs_max","Winter_2013.WW.gs_max","Winter_2013.WD.gs_max","Spring_2012.WW.gs_max","Spring_2012.WD.gs_max","Spring_2013.WW.Trate","Spring_2013.WD.Trate","Winter_2013.WW.Trate","Winter_2013.WD.Trate","Spring_2012.WW.Trate","Spring_2012.WD.Trate","Spring_2013.WW.Biol","Spring_2013.WD.Biol","Winter_2013.WW.Biol","Winter_2013.WD.Biol","Spring_2012.WW.Biol","Spring_2012.WD.Biol","Spring_2013.WW.WU","Spring_2013.WD.WU","Winter_2013.WW.WU","Winter_2013.WD.WU","Spring_2012.WW.WU","Spring_2012.WD.WU","Spring_2013.WW.WUE","Spring_2013.WD.WUE","Winter_2013.WW.WUE","Winter_2013.WD.WUE","Spring_2012.WW.WUE","Spring_2012.WD.WUE","Winter_2013.Be","Spring_2013.Be","Spring_2012.Be"
"UH250",0.114906929,0.086190539,0.112522951,0.310805116,0.435749527,0.327439374,0.385223151,0.354733867,0.467722173,53.02265878,36.89367218,41.55086183,38.70463303,64.74717547,43.90896589,12.14731179,8.992698213,9.519215718,9.253282253,14.81615914,11.91028222,394.2914384,250.310989,364.8183107,218.7999916,313.4096255,224.5273793,5.838910085,3.667885638,3.493565753,1.879310412,4.390877273,2.574465019,56.19413646,48.24573032,85.38784909,78.67197157,62.13822134,74.32153347,73.44968192,66.93235847,47.09138757
"UH304",0.093851727,0.069837166,0.107631953,NA,0.335412554,0.167014758,0.251322407,0.359947644,0.362216722,44.91885076,29.30074655,35.02435804,48.40882998,65.59332809,42.51501071,11.13554766,7.802290991,8.816168636,9.601908011,14.6366126,11.98430123,279.0271583,224.6879254,305.6505426,123.3114693,220.7926599,132.1042409,4.18244901,3.37640029,3.055296992,1.233848326,2.990283399,1.680707895,51.57094352,42.36681506,77.61597712,87.51428797,62.53281412,47.36806926,44.38944985,66.47863765,42.45474587
"VA26",0.107960039,0.093343441,0.116161721,0.320006354,0.409813665,0.30930114,0.384154855,0.414615165,0.4989324,47.83479751,33.27945457,38.12175862,38.36006682,71.03137524,51.32560981,11.33440572,8.366526787,8.823046743,8.351719078,15.69566579,11.64015446,353.9011698,273.5939672,350.2071135,202.4936641,327.805859,207.6623053,5.361738966,3.826533772,2.758321992,1.818149036,4.28535764,2.945150904,54.59057654,51.37970658,98.57578675,73.01055033,64.12605278,50.53413191,71.60579047,73.02352375,54.20875136
"W117",0.115907188,0.082733743,0.105973848,0.370373295,0.409186469,0.281559903,0.343686593,0.409232648,0.42896077,60.89740056,34.058016,35.34767369,43.66867452,64.88559126,47.67163177,13.44253101,8.607511631,9.289183927,10.25338137,14.82027269,12.88329611,331.7357997,248.3224691,341.7699356,213.8290515,314.2996502,225.1931047,5.505103984,3.878540788,3.19574082,2.532948535,3.784245685,2.744734473,54.51132546,46.17645021,85.64658617,57.20194753,68.34570044,63.11226165,74.49481699,63.8718702,51.55956432
"W153R",0.117093163,0.084682873,0.124868943,0.303630431,0.382703,0.258977418,0.323288774,0.384034393,0.445200491,54.19290935,35.13883979,37.93641114,44.26830471,51.11194381,52.7658841,12.14126079,8.984621966,9.533262712,9.74528572,14.40702686,12.54110178,342.432411,215.1414374,345.6316295,230.0974279,256.5381395,189.2993605,5.411547924,3.681341131,3.126654464,2.055353097,3.691331162,2.536562744,51.13539521,40.07257237,86.85998611,77.88362852,57.42169333,57.61256105,78.67601454,72.2622266,49.23881269
"W182E",0.104485866,0.071401463,0.108403089,0.325617057,0.417057103,0.271273323,0.303912485,0.389221272,0.407860241,51.26088032,32.73016396,37.67550489,39.55611849,51.37818856,40.16440408,11.44053108,8.220893514,8.860774717,9.056376615,12.82816223,10.70894374,319.0996213,262.8939518,326.4979112,223.9761055,235.5767945,174.638371,4.541830618,3.619519373,2.671095306,1.954213482,2.933614433,2.322157926,63.17605798,53.66095451,95.3830671,80.34332189,70.36865822,58.80506518,69.53439196,65.40451368,37.36163349
"W23",0.098723671,0.07570545,0.103655108,0.295558514,0.383300921,0.283244296,0.318304307,0.384636062,0.361660233,45.31465104,32.05403937,38.50538024,36.33003508,54.30509809,54.30961294,11.47984038,8.870595532,9.29283194,8.453520932,13.95004593,13.79994643,243.4833304,255.2133977,334.4911897,198.2328575,230.2627428,194.9745041,4.00908209,3.868571579,2.781205198,1.553389474,3.292272849,2.860638154,45.54898142,48.02771742,95.51807571,85.87466288,61.65700264,51.02553934,64.36040048,62.88039968,36.54345375
"W602S",0.106395548,0.069602277,0.094136022,0.285633238,0.380307781,0.264937337,0.293095321,0.319651884,0.346459889,51.41972338,28.10954048,43.55786051,39.28526707,65.79641773,39.41849184,12.35673296,7.506635034,10.15800958,9.64900326,14.52086483,11.3787911,258.2232555,181.4982514,335.2371736,224.5373224,226.4197032,220.4514407,4.012390807,2.822361591,3.299777147,1.917672767,3.215349932,1.875222013,50.79915614,43.80637372,77.69379006,82.29231375,61.48601739,64.9439142,68.24013047,54.87917703,34.71348436
"W604S",0.100778392,0.082031644,0.097456169,0.267843473,0.347874456,0.290073218,0.343516293,0.347249753,0.387772705,52.64403799,29.05048163,34.71865863,42.32000467,66.56733934,45.36381724,11.77172718,8.192325654,8.222337594,9.868985914,14.77220422,12.27720984,297.2996403,241.421443,281.6730626,218.8576707,272.9529598,223.1465638,4.398316988,3.172674567,2.472430826,1.800375659,3.482481107,3.022442859,56.42605913,53.51141815,89.69154166,86.8108563,66.4323597,51.97949549,68.4780167,58.91592349,48.37023193
"W64A",0.105951957,0.079200422,0.105174,0.279586566,0.3389075,0.293593424,0.299326338,0.347557228,0.383631402,49.57343915,31.29555914,39.36660243,36.99536992,50.35724448,63.14497343,11.81700027,7.99785292,9.026542111,8.791294455,13.39952433,14.2787672,267.7391066,215.1298187,260.951864,197.1232908,247.855024,206.2005504,4.255671671,3.146182013,2.578836653,1.807477353,3.052517242,2.796481077,51.2673772,47.62345152,72.23174799,77.96220266,65.12856673,56.9987698,64.27020844,57.0511349,45.10033079
"W9",0.094600029,0.06283847,0.095887203,0.26701849,0.352837335,0.155590994,0.23589677,0.342265235,0.370337284,58.03380186,31.13521853,41.38845951,37.25536568,47.42716874,40.51978031,12.86522021,8.601517717,10.64677321,9.518799981,13.18029342,10.91722032,264.0479233,224.7318211,240.9483936,155.4704042,203.3864744,127.8415108,4.571153893,3.273567365,2.958879921,1.744800813,2.606929647,1.355631414,48.24368905,52.43068312,60.09182082,60.23621906,66.546812,64.30451214,56.32717256,57.01211504,32.08731651
"W95115",0.106542666,0.077814565,0.106052837,0.301239026,0.421406344,0.256410216,0.341104202,0.380586097,0.440826997,44.9590416,33.14003504,38.60995979,44.92141667,61.37823586,36.37660779,11.32763435,8.560838537,9.452240769,10.26167146,14.89783925,10.55815108,334.0063954,238.3709051,326.1826359,221.9012606,277.1982051,171.9097801,4.778808568,3.637270713,2.981479359,2.049325325,3.65306246,2.474557168,52.8673512,46.53311617,87.0666936,75.25303841,67.21516204,56.87809218,71.71083163,63.68868863,39.2490142
"WF9",0.109543166,0.072507603,0.12119616,0.340065505,0.425274753,0.275183364,0.30934103,0.467265794,0.414564338,49.50499677,36.41278565,43.60568049,38.99176861,66.02192542,51.60287169,12.04244846,9.357287985,10.24885955,8.706980731,14.96095742,13.63526937,311.3414259,320.1727296,367.911988,239.0744244,256.5520189,206.3984509,5.110242615,5.021927426,3.28205805,2.110097523,3.335278843,2.799072812,49.8069259,46.56065199,88.49591502,78.91626662,63.13984964,58.02876102,72.26747749,74.73948039,41.11502951
