"GENOTYPE","Winter_2013.LAe","Spring_2012.LAe","Spring_2013.LAe","Winter_2013.WD.LAl","Winter_2013.WW.LAl","Spring_2012.WD.LAl","Spring_2012.WW.LAl","Spring_2013.WD.LAl","Spring_2013.WW.LAend","Spring_2013.WW.gs_max","Spring_2013.WD.gs_max","Winter_2013.WW.gs_max","Winter_2013.WD.gs_max","Spring_2012.WW.gs_max","Spring_2012.WD.gs_max","Spring_2013.WW.Trate","Spring_2013.WD.Trate","Winter_2013.WW.Trate","Winter_2013.WD.Trate","Spring_2012.WW.Trate","Spring_2012.WD.Trate","Spring_2013.WW.Biol","Spring_2013.WD.Biol","Winter_2013.WW.Biol","Winter_2013.WD.Biol","Spring_2012.WW.Biol","Spring_2012.WD.Biol","Spring_2013.WW.WU","Spring_2013.WD.WU","Winter_2013.WW.WU","Winter_2013.WD.WU","Spring_2012.WW.WU","Spring_2012.WD.WU","Spring_2013.WW.WUE","Spring_2013.WD.WUE","Winter_2013.WW.WUE","Winter_2013.WD.WUE","Spring_2012.WW.WUE","Spring_2012.WD.WUE","Winter_2013.Be","Spring_2013.Be","Spring_2012.Be"
"EP55",0.110214928,0.080703609,0.115127457,0.294629757,0.347530011,0.255593457,0.298184422,0.368455743,0.423153665,47.75802945,27.52071465,38.20174658,44.21431407,59.26570316,49.69877865,11.50129557,7.519311098,9.149162505,9.478751226,13.88228262,11.7948794,303.7708429,237.8919572,270.5919056,203.8340281,253.678748,198.060202,4.576808833,3.054537114,2.649164132,1.84489656,3.017106358,2.389211602,51.84030755,51.30472818,78.55364714,72.94222574,70.82690303,57.40368721,68.28802286,67.59559711,47.1238421
"EP67",0.108525011,0.081095304,0.113793577,0.307376563,0.425646552,0.219163194,0.329147489,0.356268472,0.435769975,50.66701391,28.51699332,41.20149524,44.72620142,59.09356706,32.34060004,12.30134075,7.770455212,9.875524216,9.907357232,14.07157268,9.969672462,352.6650156,262.5626621,403.5530814,233.7698244,279.7256207,146.6142454,5.295269404,3.042337341,3.437346898,1.867485774,3.48952527,1.521380773,57.98566822,58.28881565,95.99332175,91.08423393,66.95450259,64.6023578,70.11158863,65.76621726,42.66817445
"EP72",0.111530822,0.07745472,0.10771978,0.317024378,0.401811317,0.254649845,0.273942847,0.323784917,0.383512961,46.84829132,27.46078536,40.3297944,38.56391323,46.1292334,33.613493,11.44758346,7.049030169,9.119069159,9.340258716,12.23614712,10.29490304,307.9610629,220.7419181,337.8462567,244.5067681,233.1014853,151.9322505,4.443124619,2.711926632,3.1290858,2.04053575,2.947454669,1.846233668,56.40983772,60.06342957,99.02604405,84.01704739,65.39946966,64.55345897,73.80879679,59.99875419,39.63318106
"EP77",0.107926343,0.08461454,0.128458202,0.339017807,0.439725177,0.378949983,0.395321705,0.457528229,0.522684095,64.75920739,32.31890785,46.42758965,42.9380118,59.52400807,56.4384387,13.82556522,8.628478139,10.37982486,9.959962343,14.45183443,13.72756822,457.1804313,329.5884233,425.2636917,285.2888644,344.8978778,286.3465976,7.162542795,4.594365787,3.553216074,2.331656138,4.293618451,3.844321446,53.14324439,51.54697956,99.31969962,90.2422396,68.92633406,57.18538011,75.93359695,82.78162141,58.23735674
"EZ11A",0.102639125,0.077618243,0.097982067,0.27158208,0.319656454,0.30699554,0.253222358,0.298550279,0.320200241,44.31496553,19.00499952,34.72028412,34.68217819,52.32478522,58.9616312,10.26013508,5.429284325,8.247315421,8.201686305,13.68735885,12.27630894,250.1680498,167.7937415,275.7599676,230.7554905,205.8538185,220.2005256,3.229272195,1.791105527,2.254124878,1.788942042,2.508954559,2.99176929,66.80318705,59.30185396,95.32547458,98.79179127,70.97511171,54.94022123,67.35596478,48.67326226,44.80919626
"EZ18",0.098146725,0.080039173,0.113223731,0.268874378,0.344408906,0.281392285,0.321528167,NA,0.438271654,63.39218321,22.0317457,34.33736885,39.9739387,62.97480187,48.46055746,13.54327994,4.52162622,8.3635844,9.275814037,14.47685058,13.42330776,354.112761,114.3534233,285.8531905,201.0339272,273.7520091,198.5742832,5.638270112,1.207259839,2.500460561,1.725220846,3.432207595,2.95296351,53.51266647,71.22001148,86.24802892,80.63815778,66.72235204,57.44095192,63.03540387,47.22263444,49.83004437
"EZ31",0.113032358,0.091890465,0.108876276,0.313796125,0.380126617,0.321780738,0.372247134,0.399494724,0.416846384,52.05165445,38.14383213,38.12518742,44.4493462,61.3616145,50.56160401,12.48152926,9.316176424,9.287158465,10.5728199,15.02667319,13.98573958,327.012857,260.2164145,307.9246049,253.2133757,295.8719444,232.0009436,4.977317384,4.102816925,2.915324038,2.407337026,4.256597297,3.505560659,54.73587506,44.90520273,82.95928166,70.2905845,61.2797312,48.28707366,76.32482074,67.64561503,49.71689193
"EZ34",0.104164231,0.082592136,0.111290484,0.288333191,0.374301226,0.271847487,0.344252866,0.390520811,0.412610616,51.04261625,37.09185044,36.69462751,42.06424952,47.5331205,39.83562412,12.52219108,9.085691732,8.84620895,8.923352624,13.14840631,10.7809294,293.3070736,275.3720799,297.3850815,217.5654793,274.6412224,187.3494115,4.781566422,3.807530595,2.634292039,1.84472764,3.724756362,2.311787121,51.39323118,52.00444348,88.29805345,85.60231279,63.52233221,63.8411131,66.65774436,66.63317622,44.87943526
"EZ35",0.093670824,0.0834708,0.094656224,0.292269713,0.327588132,0.283221794,0.359712743,0.352165785,0.363779467,42.5900428,26.85832722,37.55613866,38.80802489,54.4841431,46.05041132,10.5652401,7.529675559,8.205618321,8.488303508,13.46210736,11.79497082,233.8723418,215.4647703,262.5337365,192.2724631,267.63989,195.2503481,3.60334849,2.859723963,2.303064196,1.705594138,3.27116808,2.539875399,51.47292395,53.55479431,84.81288588,80.04659542,69.6758966,55.31000225,61.35023824,54.75829188,45.81302193
"EZ36",0.096787813,0.066653065,0.103566456,0.275114046,0.339806025,0.186281831,0.287469881,0.35668829,0.382414977,51.46343218,31.06832849,38.4801865,30.64036316,52.50341422,41.26630628,11.74350199,8.251945564,10.07255137,7.826768994,13.69107674,11.99345551,265.025268,218.6426995,273.3778658,143.244856,247.1138494,164.860971,4.202254954,3.484449498,2.788222424,1.334350844,2.96314359,1.847216019,51.78488158,45.81079436,74.13582831,75.01320678,69.85434821,63.75156794,59.00676161,62.41732861,44.48111811
"EZ37",0.093973629,0.079714738,0.098631994,0.299575173,0.296152801,0.281874404,0.293939025,0.318911986,0.363403406,48.73573101,32.20017945,36.316438,42.42592252,57.63802908,51.52370004,11.42039938,8.492220866,9.211870103,10.23558492,13.57079104,13.37566592,229.8228197,233.1164209,282.5218745,220.8007963,219.1460069,205.6676377,3.994643501,3.148989972,2.126597129,2.200011868,3.296624301,2.899503272,43.43205358,51.5707229,92.4594588,68.25718667,66.2558398,52.34397381,64.67568688,57.716034,48.62735775
"EZ38",0.109011316,0.089610458,0.107736274,0.341623937,0.392496985,0.284694714,0.391143612,0.361684153,0.435625577,58.13759797,29.80111976,39.18032308,45.52822926,69.95327787,52.893183,12.85014113,7.653329047,9.246947998,10.42878213,15.77729354,12.93987974,300.8420938,248.3640851,296.1437657,223.1215062,302.5589546,190.6564203,5.206877624,3.316648774,2.797412563,2.325431731,4.402242203,2.969982262,47.28370633,52.84927403,76.01038682,63.509317,55.45662898,47.53996013,73.87463189,65.66739801,51.12328116
"EZ40",0.096737254,0.078091455,0.101050111,0.254007815,0.317405234,0.259423927,0.288197655,0.325046517,0.314552943,48.19136365,33.83456718,42.09077293,41.62912565,59.2117603,48.83463524,10.68387173,8.394116132,9.737386326,9.743577155,13.9256773,12.57323172,218.6639447,220.9189111,254.1641747,191.2207919,219.2501681,216.8002827,2.926430008,3.174585776,2.623897099,1.737950325,2.955168407,2.986876908,49.61091965,50.07627041,72.26242428,77.86804095,63.80487275,55.65094493,61.37596544,53.1889542,38.65108528
"EZ42",0.104701209,0.080970425,0.106003014,0.313014812,0.337942152,0.296895676,0.313671824,0.373459319,0.392654728,41.35312014,30.70919124,33.34394995,40.64873579,55.708075,43.30422199,11.37217052,8.083682019,8.635234179,9.360917722,13.57370609,12.10805566,245.7703398,248.4562567,256.8482667,227.5308985,233.4895944,210.0765461,3.886018907,3.453749582,2.419792594,2.08661178,3.044355751,3.023734966,46.99311045,47.62416676,75.53218708,75.54409519,62.94973067,53.11743892,68.35881321,65.76785484,42.68092373
"EZ47",0.094481721,0.074905485,0.093181256,0.274105642,0.369604961,0.279806616,0.324252294,0.340429491,0.384698217,57.21620397,29.07483061,46.47662141,38.99078524,55.06079087,48.91703199,12.99728892,7.071214555,10.47499464,9.230206015,14.03684841,11.27966711,335.5499667,226.421677,414.3791285,217.6593201,286.4114775,207.6688687,4.903420955,2.663286615,3.413242633,1.688090185,3.54638918,2.562230114,59.29349971,62.563595,99.96586361,92.70864258,69.01579575,58.84787938,66.55822132,52.75274263,44.05408935
"EZ48",0.102969196,0.082346279,0.094678769,0.260582169,0.403591086,0.296384309,0.317329319,0.338844962,0.334674366,48.59188125,26.51879673,44.29904253,45.10315155,57.74189991,58.63942858,11.61609985,7.523457473,9.954542012,9.877183381,15.20220307,14.16741773,254.6044698,214.7422829,364.1019916,195.4185976,262.7258344,231.4916692,3.888141406,3.010661934,3.339939674,2.018122175,3.694751558,3.595933305,55.97839561,51.36259206,91.02293015,64.7182848,61.64599674,47.40024323,67.99851106,54.37402521,50.50772804
"F04401",0.086201293,0.070816089,0.092916975,0.244044505,0.319171932,0.246486918,0.261868186,0.287770076,0.369946499,52.10413181,29.71549359,46.58685084,57.9179852,70.8146842,24.71952702,12.65455171,7.688488254,10.80383041,11.1647792,14.89306972,8.613742439,266.692692,171.6895816,283.4214368,152.0127219,182.1244317,118.2473331,4.615537006,2.649801725,2.77261341,1.614042755,2.753103952,1.417966271,43.06059533,38.93416853,71.83593548,64.10038033,56.19086551,61.94435051,53.32804052,60.13235721,30.09965182
"F04402",0.100512203,0.078421851,0.09702593,0.259770023,0.330878391,0.18052054,0.291298795,0.305626552,0.300132968,46.24942485,31.07480441,42.42976042,45.42116796,66.88919368,43.00034554,11.77750763,9.144990885,10.10612635,9.81702197,15.35060849,13.67843161,208.1555494,239.3507008,279.6367456,202.6506532,269.5270954,174.255607,3.434071305,3.407030566,2.54965402,1.865989536,3.57432482,2.26448607,44.132625,49.01492434,72.76139371,73.45987995,64.87369468,51.59995951,61.37897512,60.49854063,53.04692492
"F04701",0.092528213,0.074510615,0.101244977,0.25277026,0.315711486,0.24065703,0.2847633,0.324099619,0.400407892,54.82136311,29.43374401,40.01551821,37.94703035,58.63918394,59.91132417,12.72930944,8.371452147,9.017584071,8.758791154,14.56814394,14.03543651,293.3328188,209.8715434,247.7679669,170.7341739,238.3805887,180.1043197,4.850393027,2.92203263,2.421829318,1.576825464,3.220634487,2.934354139,49.34805344,51.50908847,80.01074445,73.94978298,60.43178001,48.4036259,58.39429528,57.68535055,42.30060161
"F04702",0.102741523,0.079518809,0.108843138,0.296205059,0.36851475,0.268876994,0.292135925,0.395593568,0.414671328,50.39825393,33.70693024,36.70487141,43.54129757,54.94256727,56.46361468,11.96824563,8.999517537,9.129259013,9.184484628,14.76798926,13.34148463,261.4188232,260.9302738,308.0292983,224.1560646,244.7635066,239.0489877,3.897835505,3.826632361,2.736813777,1.907737149,3.187569627,3.075974165,50.88229186,47.99808761,89.56336776,80.53048633,63.49742191,53.41981296,68.87975889,62.01387754,51.65697579
"F05101",0.108654977,0.088357919,0.108179724,0.305232784,0.414686716,0.300744542,0.353706438,0.39151484,0.403924094,49.65008666,35.99745404,43.73453755,40.77643542,61.42103565,52.15111607,11.95161065,9.138328501,10.34395492,9.04607189,14.34183781,13.14901773,302.3711603,293.0108713,374.2463965,216.9218947,300.8180457,198.8303379,4.827464933,3.998928618,3.291241356,1.951882771,3.991559859,3.015983373,53.1916918,53.97594705,92.38008867,72.5805837,64.12561702,50.18893605,75.2105429,63.29395082,49.35287081
"F05404",0.101711854,0.072188732,0.096819356,0.29474044,0.357119083,0.227451207,0.300850602,0.316827712,0.343086022,41.19085282,29.29110828,39.39661241,41.36481674,50.60620414,44.40781051,10.46246972,7.923892366,8.902375065,9.373504909,13.21682801,12.34858399,237.2294086,216.2651109,307.2700516,198.6940218,234.5774231,195.5142121,3.542200377,3.098691157,2.563253765,2.071509523,3.043136867,2.278461624,52.17419909,49.31909979,92.93652229,65.51449075,69.54942071,61.69214313,70.77376138,60.09281036,39.20241757
"F1808",0.11558273,0.076637448,0.110259702,0.304782157,0.412240839,0.261575877,0.279794536,0.390838131,0.404566137,47.10735513,33.0316739,41.99017644,41.04462736,49.55136872,48.92746575,11.828997,8.329228577,9.970795601,9.902932103,13.60728915,12.19159981,273.2992348,237.6848415,364.6246245,212.5290497,264.1951952,201.4091044,4.412120663,3.65632214,3.248591103,2.036364461,3.040371347,2.518162271,47.13880607,46.01209953,80.95888957,67.58735102,72.39699288,53.6261448,81.81774527,68.47171952,48.88183789
"F1890",0.10943209,0.086440431,0.101925658,0.297637495,0.389661343,0.293593005,0.349529885,0.346907317,0.358536933,50.89110872,35.58572571,39.02359736,42.08165473,57.75241402,64.30237861,11.6969834,9.603347116,9.485801515,9.04871755,14.91628562,14.1787646,248.7670075,249.9013198,360.7849449,175.0483516,304.4406283,254.9933723,4.320539214,3.733602617,3.215834728,1.53987967,3.911974523,3.481997168,46.03047459,48.85129096,87.39673017,80.67814051,66.65268086,46.04449352,70.36579974,62.61417722,58.51427097
"F218",0.116897736,0.084543256,0.115048172,0.330902852,0.40300936,0.266158743,0.308012992,0.394578733,0.425243087,51.54599986,32.66996412,37.3852949,39.75066756,58.99029958,31.94149434,11.50121621,8.542714423,9.208129924,8.475426247,13.98688511,11.94839423,313.9409346,251.4899428,363.2529768,224.2529038,263.9915282,213.0534975,4.821695068,3.801845265,3.29565747,1.806369294,3.247058665,2.585406159,52.86269033,48.48399202,87.38568166,90.07918699,66.30761039,58.55047374,72.97813313,65.53988182,51.45672667
"F252",0.108190947,0.075793672,0.106516219,0.287443238,0.428754919,0.261452378,0.321317675,0.354636381,0.438199733,54.0910969,31.81649721,38.76575113,36.83541904,55.80327111,37.61003737,12.46827333,8.492758613,8.959810923,9.050464961,13.40167453,11.42488656,330.9217128,238.7629544,312.4347471,206.3383092,250.4937968,189.335845,5.400551961,3.54602156,3.185615931,1.858313187,3.12772561,2.413108402,50.02866431,48.05488275,82.49424684,73.5714379,70.02573499,57.78296551,73.40687225,63.59478388,40.21692575
"F353",0.107425185,0.0843503,0.112216486,0.31084706,0.394936404,0.264781059,0.328516701,0.404581927,0.448508984,56.45864969,36.15706614,38.00037225,40.57247371,50.69699807,68.72896286,12.97005214,9.210939522,9.253725483,10.13553573,14.15476001,14.71938799,313.4513181,246.2474285,296.5366841,206.6766519,291.2753203,212.8375514,5.627873873,4.019142389,3.209419294,2.063877763,3.766505536,3.146925852,46.26107365,42.28115561,69.34941854,67.63858947,69.23952937,47.14806156,71.79129537,71.06711101,56.15979319
"F354",0.090028246,0.069007995,0.098831669,0.244325615,0.3144814,0.24622485,0.274615274,0.337441523,0.368051529,50.64019314,31.6220193,41.26206143,45.99528373,49.44874191,39.96474472,11.64560785,7.703672962,9.320769129,10.19765312,12.84140269,10.51220276,202.0199002,235.3139496,269.5199082,212.2532723,212.725847,157.2084117,3.927724418,3.023757056,2.342320193,1.833000125,2.628428107,1.827238717,38.61670168,59.27567528,89.46206292,83.08521064,69.95730574,69.10065438,57.99285684,60.2767669,32.18687232
"F608",0.102926483,0.077342891,0.100605134,0.266423742,0.36078998,0.246323311,0.319953199,0.384256923,0.34908723,51.69141578,32.77469182,43.52975185,42.53580117,60.2046485,46.53995578,12.01093693,9.338555225,9.892188747,10.17746673,14.2598092,12.6807739,236.3091492,244.6745471,294.7685187,180.0395659,256.0169709,168.6623544,3.819206884,3.859734997,2.924048383,1.781238701,3.631465974,2.475426007,49.31179909,44.79544229,73.87037029,70.24688168,60.13706927,51.71395375,64.23919389,61.83044243,42.24084308
"F618",0.110019499,0.086067919,0.110680515,0.314525541,0.359053598,0.319397137,0.3473135,0.39140756,0.404510417,46.38772359,37.76099023,41.17166677,38.21942808,46.81816721,39.27685218,11.0634085,8.951600831,9.231152728,8.890841113,12.50398784,11.35983942,279.8892766,261.5051421,268.305651,231.5252371,285.1075512,208.9441412,4.032807269,4.045699761,2.614672415,1.985587138,3.595927311,2.699510854,53.8511659,45.55479403,77.70596493,79.27529988,62.68733376,62.79870569,71.75672703,66.80263683,54.07980165
"F7001",0.093637425,0.071497574,0.102365451,0.266146398,0.365854598,0.266298229,0.289680527,0.382883473,0.355785934,44.93979689,26.30078542,39.03931609,31.90008645,48.75852036,44.35413285,10.78596959,7.30406606,9.145193803,8.391521893,12.74027831,13.30706737,255.8431494,216.3834475,318.513478,165.4323706,248.5152668,177.7609211,3.915845746,3.075745222,2.817945982,1.384100812,2.877941679,2.759895633,55.00782658,51.2684723,92.76684458,82.2228884,74.52421849,49.57009207,55.02574915,58.24433547,39.09464832
"F7019",0.125431447,0.097232256,0.131429794,0.339060087,0.401906676,0.314538447,0.38982117,0.470077511,0.456652953,58.24511343,37.24361711,48.64104531,48.87319471,61.79718068,63.24570086,13.21704304,10.23792976,11.05711744,11.41407186,15.76098958,14.72740016,379.0333829,309.0460196,334.2601551,271.6903202,359.914427,247.1109147,5.784251636,5.276502573,3.699312082,2.758091882,4.940383443,3.920209659,49.03384169,39.68227581,65.00621153,66.28535298,59.23355125,45.57569193,89.62771185,83.36170479,65.15272969
"F7025",0.100862308,0.081007757,0.10145317,0.276001107,0.37505917,0.255025931,0.338301763,0.337538689,0.396096487,50.98234596,27.0862576,36.64605834,40.88672825,58.97530247,51.00833581,11.59809056,7.920070638,9.296598745,9.684901149,13.99986269,12.99781046,308.2191377,227.4108473,315.117939,203.9576126,303.0027825,209.3964503,4.19906926,2.859501913,2.778288288,1.766115128,3.501767242,2.706979132,57.65297885,52.3529636,87.8568868,82.9556821,72.17766114,57.08471501,67.31374871,62.2680301,50.78936512
"F7028",0.097017498,0.072179643,0.102191105,0.272599594,0.383057732,0.245227684,0.2985178,0.346846416,0.383559791,59.3939977,29.95840825,44.17487571,39.01244526,50.70275161,41.78871831,12.4995119,8.168637957,9.667722656,9.556587763,13.25114316,12.03200001,264.6877364,222.7798525,290.7879224,183.3265554,229.5214831,188.1631737,4.640796354,3.296680701,2.889127093,1.63036937,3.052231076,2.431342767,47.35717929,46.23654667,73.02818704,73.87927994,65.22105934,59.28455145,64.43122334,61.81758394,39.75424432
"F7057",0.107289703,0.084755335,0.104079561,0.269648666,0.403431671,0.266667958,0.327171538,0.353835689,0.370954636,49.92342428,32.69526423,42.12363938,36.60351328,54.18998714,51.66687327,11.93761717,8.881735839,9.81657741,9.09180665,14.3437005,13.5171328,256.9093393,233.2034899,306.2271055,191.5398107,251.5571515,230.080352,4.344298412,3.529530054,3.163958877,1.696831724,3.708398282,2.829771036,46.24343726,46.41110575,77.49884397,72.1243248,56.45734163,60.4505266,71.94204811,64.7657994,51.48949068
"F7058",0.116057861,0.079218264,0.110515282,0.347110662,0.417504488,0.243145331,0.293460151,0.382912224,0.399238917,53.1560573,33.5622153,39.9142037,42.44271986,54.52830318,60.98035802,12.37420556,8.681938801,9.246257953,9.928406784,13.78400003,13.41965157,300.0229563,233.1155306,327.2095347,247.3407731,241.8849548,210.7764685,4.837757401,3.653245279,2.98943049,2.251892407,3.318893329,2.720299931,49.4937654,45.37771031,85.88491309,74.40933938,62.56956239,54.44507443,77.93995768,67.15794287,48.29863715
"F7081",0.129695645,0.091155485,0.115775214,0.322873882,0.490171958,0.312390132,0.385779146,0.417516598,0.455794499,58.25792579,35.83256737,47.49455856,44.54687731,74.59758631,48.5329367,13.54750693,9.276241105,10.04202859,9.928028632,15.10195913,11.98109564,359.4008338,301.3441589,469.9937874,261.0049863,341.3777766,215.3896222,5.687086367,4.37826487,3.980665537,2.335258238,4.22552632,2.944127275,52.63243583,49.15170475,94.47297182,75.36128203,67.90177137,53.75880233,93.24586933,73.11055446,58.01647586
"F7082",0.107456634,0.075071964,0.102673281,0.299866211,0.413933092,0.255314467,0.299328176,0.365986793,0.395423177,49.95684576,32.70935986,44.96399246,44.71255585,63.25067426,52.68206624,12.11710103,8.896986953,10.59801354,9.232165151,14.73188305,13.61888763,289.7305909,244.2327289,381.6832101,217.1248583,261.2040513,198.9171595,4.736204481,3.573642883,3.774072984,1.896763682,3.325658012,2.686882454,48.07036154,50.70388146,80.10862782,83.0833784,67.95391315,56.85864929,70.9175209,64.48542136,44.18602748
"F712",0.089008662,0.065335216,0.085544696,0.290090065,0.381864718,0.260604411,0.288887894,0.321396292,0.335521441,51.48394463,22.15086817,40.30549672,45.63045597,51.55350386,50.36500621,11.36217597,6.397912434,9.280227548,10.10678739,13.42303327,13.01824821,246.0614738,191.7069243,339.0158819,202.8476498,228.9385794,180.9771448,3.621604277,2.341430639,2.677158512,1.764897089,3.027244848,2.408363693,58.58000212,57.62211544,96.69561246,82.75344325,64.81054087,59.09560059,58.45269627,48.7509592,33.65605182
"F748",0.105390222,0.089900094,0.11402396,0.314676272,0.3582864,0.2865623,0.356011762,0.369760933,0.409663132,47.59209796,37.07667127,41.28335986,43.7926388,68.76846315,45.44632177,11.53295743,8.814562194,9.354842832,9.925714641,14.75188743,11.84774464,293.0724918,235.190986,278.8437258,224.0904827,286.1867301,198.0302954,4.514254718,3.671296686,2.866098501,2.181043392,3.953530575,2.883608918,51.76836774,43.60849554,79.22833474,73.10813173,59.92522882,51.33924584,73.14312824,69.12537422,53.74590346
"F752",0.107647504,0.079060765,0.089163457,0.286341098,0.360605461,0.293694868,0.320276743,0.337178902,0.295898701,47.66330394,33.74795101,52.2107612,45.83009603,55.75967135,58.99555004,11.22328695,8.428572395,10.70743742,10.31760545,13.75742498,13.5535819,185.2481719,221.435088,312.6079996,211.3195324,253.2964063,202.6128198,3.001794069,3.361903771,3.098817636,2.06364541,3.517900754,2.87714311,43.83885297,47.6318471,75.18156164,69.75454012,59.05351124,55.41857544,72.97799341,53.58420295,46.65874852
"F838",0.103224956,0.077955306,0.112384843,0.339286314,0.410390658,0.290099441,0.344193127,0.408681212,0.3788199,51.8782076,35.54957671,47.27137005,43.71512774,68.52348531,40.75116175,12.0275696,9.620945518,10.77096953,10.09310141,15.95400449,11.66095582,279.9663777,270.5899328,338.8646286,228.2208671,286.4475177,195.6662942,4.299026776,4.091245366,3.296777385,2.236592101,3.942915022,2.438544461,51.14888527,46.44200027,86.50937966,69.99557348,64.26361738,60.2779186,67.70636091,71.60192509,44.14002197
"F874",0.120112726,0.091330687,0.119466227,0.309054532,0.3773547,0.280733555,0.345767232,0.381417247,0.432382206,48.92317739,31.18916425,39.12675504,37.95949309,62.3080943,47.01605955,11.43022137,8.549357247,9.143904925,9.421977145,14.61654425,12.08384029,333.2724172,260.4835958,347.0642348,254.9985697,326.2706314,228.2164673,4.923089919,3.708126886,3.074976879,2.182679085,3.741355197,2.916928451,55.54851145,47.67681086,89.74786781,79.35253815,72.57328258,57.01233557,82.22866319,71.19293214,62.48993441
"F888",0.123647999,0.090283326,0.117849237,0.329601282,0.47482726,0.267055572,0.333909095,0.410072861,0.367334556,51.02398511,37.43553862,54.49878001,52.50022541,75.98761031,50.93964689,11.8952583,9.237765591,10.79787927,11.1098269,15.19574073,13.56743602,295.532528,279.9523721,496.6217214,253.7238963,325.7648403,221.1645387,4.73385769,4.317258616,4.056158358,2.421032424,4.127105364,3.26105196,50.12138691,45.08477471,97.42688709,69.39118669,67.44017697,47.30749886,89.83163705,75.79653363,61.16589756
"F894",0.102836388,0.074023747,0.110908987,0.312030736,0.353323393,0.246931869,0.336715545,0.383307426,0.410604885,46.04524546,32.73858695,37.18743103,43.59805865,62.81536807,49.04026027,11.07916379,8.095203664,9.300214403,10.28713498,13.8956706,12.65600183,248.8680809,235.9902578,283.0519522,226.1586706,243.2896807,175.7099322,3.71954836,3.330365657,2.597416939,2.080378549,3.290809994,2.486899393,50.49541027,52.08600258,83.81442603,77.07494958,63.12581254,58.9445926,68.19511339,64.91289608,36.14951684
"F908",0.098778701,0.085822384,0.105974077,0.262755088,0.353399053,0.255564718,0.345589687,0.366777462,0.358041599,53.01585177,31.19710772,37.28645761,45.42273088,62.55888768,44.00980022,12.30748437,8.579579115,9.748074945,9.902562295,15.90680421,11.69292946,247.6784255,224.3282942,287.1384693,191.1060973,311.2458523,173.0204902,4.424015422,3.590631105,2.906309003,1.793835761,4.215707977,2.522548825,50.86839085,39.68125929,75.19717149,72.72822895,61.3796129,45.43793724,65.51836728,66.15198177,53.66881435
"F912",0.114938458,0.086153606,0.115252636,0.328915715,0.401918105,0.287998399,0.32810032,0.378977834,0.419723646,46.79529161,27.08998412,37.32371346,45.25967435,53.51865221,39.42102981,11.52116084,7.546195417,9.055374691,10.75597102,13.01680826,11.60726996,290.5460425,226.4589341,366.9090747,256.1409771,261.8239125,220.6918773,4.618728037,3.256135103,3.031371482,2.411593009,3.364300499,2.829801278,47.89522141,45.03530228,93.79284271,76.52568488,66.50955041,54.72541598,76.34140349,70.04505213,49.73681364
"F918",0.112809554,0.085149163,0.110779137,0.310794674,0.430018026,0.281763539,0.344152159,0.392166753,0.381166476,44.58617909,30.20218423,42.51730501,42.90936018,59.74666047,47.52950684,10.77264659,7.631887838,10.14328329,9.179626713,13.936454,12.51607053,359.5979759,263.2100727,409.4351585,231.3727338,293.4056223,206.222198,4.27741164,3.271499234,3.622360436,1.965939302,3.722884599,2.691201891,68.57965794,58.39935837,91.42901963,81.31626117,64.72698561,58.99618561,75.01549588,63.58399076,49.61532875
"F922",0.110997246,0.081175987,0.098992058,0.300717841,0.395504311,NA,0.320508613,0.319846671,0.339321001,47.34819161,27.72088142,36.7931332,39.107835,49.64746376,36.37180188,11.19141079,7.27070314,9.426430451,9.354772315,13.02643281,10.14315706,271.5087842,197.8775518,373.2665283,214.1632871,275.6110115,180.1970409,3.834900245,2.696602219,3.078924385,2.007614447,3.380343237,1.998721351,59.1847202,49.18240031,95.16330293,72.52577671,69.69491746,63.37595625,78.62667695,61.32830673,50.079213
"F924",0.098528031,0.075125192,0.103570687,0.264732388,0.364434847,NA,0.311031893,0.380653455,0.397580228,49.24561419,28.52493304,39.09994339,32.9387147,44.85139601,33.03431805,11.56138655,7.548341412,9.520649935,9.214706324,12.40693146,7.949659507,299.915925,256.7173477,263.7909847,175.4070957,252.4270057,133.8350732,3.451166031,3.342843198,2.855637398,1.85370491,2.921118941,0.859063609,73.94846412,56.56251519,65.37356435,61.36294997,70.88764064,69.78783965,61.91201244,61.54915232,34.17487586
"F98902",0.106341414,0.073304508,0.107662959,0.294141984,0.38759451,0.211046624,0.285882204,0.382422292,0.4005406,57.67734223,33.43144708,42.53017112,39.95235046,78.82045219,43.6789778,12.79200543,9.238014966,9.680608769,10.37399536,16.30429343,12.34454192,310.1288498,293.8440823,355.6830086,240.5501636,248.2961386,166.5078481,4.580423906,3.888760673,3.109628473,2.031906008,3.355703903,2.187656569,56.5383792,60.17307814,86.51996329,84.38065938,62.85831522,53.46137125,72.13510488,69.53019778,42.0062735
"FP1",0.123218888,0.100261249,0.136397526,0.332369475,0.427882887,0.386765059,0.40739606,0.452225284,0.541620448,58.27029929,31.44276055,44.27003023,41.17188311,62.03642821,52.59534309,13.04534541,8.570782306,10.08323096,9.439821546,13.8094768,13.36641619,418.6703097,307.1953239,390.4120706,261.7827059,347.64524,280.7644094,6.811373996,4.455786518,3.48718075,2.202139655,4.6017288,3.852558112,50.33966549,47.38792691,85.33830574,84.53999904,64.64236146,59.18792586,82.96347821,84.13785178,57.41748058
