"GENOTYPE","Bernburg.2014.OPT","Blois.2014.OPT","Blois.2014.WD","Campagnola.2012.WD","Campagnola.2012.OPT","Campagnola.2013.WD","Campagnola.2013.OPT","Craiova.2012.WD","Craiova.2012.OPT","Debrecen.2012.WD","Debrecen.2012.OPT","Debrecen.2013.WD","Gaillac.2012.OPT","Gaillac.2013.WD","Gaillac.2013.OPT","Graneros.2013.WD","Graneros.2013.OPT","Karlsruhe.2012.WD","Karlsruhe.2012.OPT","Karlsruhe.2013.WD","Karlsruhe.2013.OPT","Martonvasar.2013.WD","Martonvasar.2013.OPT","Murony.2013.WD","Murony.2013.OPT","Nerac.2012.WD","Nerac.2012.OPT","Nerac.2013.WD","Nerac.2013.OPT"
"11430",92.53,93.24,93.39,13.14055011,32.83665272,27.77098004,56.16765889,6.38497455,30.29268623,52.8533457,56.61113596,62.94414497,117.1163624,69.9842909,104.2889881,60.6240874,93.02727174,100.1039985,101.6921278,107.1508779,86.66094066,79.48506487,91.93904946,52.62432964,54.94305426,52.21920913,105.6959407,28.87707058,65.11489617
"A3",68.89,87.35,101.18,14.97625966,27.45517588,26.2770645,34.32006577,8.21101216,22.05008092,46.39094467,65.96566278,63.69833653,113.1896638,71.11711469,101.9950704,56.74953218,103.538806,71.86929526,70.27740553,101.1097161,79.9873062,63.60599782,93.41818582,67.15516629,67.44205241,42.38994845,87.07242998,37.74088258,64.7487595
"A310",75.16,68.96,79.5,27.64418895,54.14802938,45.68548128,58.58112817,28.24467744,51.48530511,53.59083342,69.10851041,58.0955645,111.5036752,71.02631415,87.96404008,54.90507839,70.17508015,61.72540707,89.97311572,62.26092935,50.84650338,59.70269868,93.51762448,47.85029396,43.37370554,43.48472681,90.73747002,35.29775244,55.69633953
"A347",70.87,84.19,79.52,18.12478062,41.54911873,23.62022803,32.42820953,18.98919672,53.95401293,51.53844773,61.27174744,45.64855812,97.60317393,69.37068727,70.11671993,52.52328835,78.15782976,74.51119099,69.760729,61.52649194,70.25681759,71.33537027,84.50946734,47.1833267,53.22318995,41.37888877,55.62796208,41.04215776,45.09721715
"A374",100.97,89.85,79.73,28.57257337,58.84222399,49.46661926,64.35317227,28.77970002,60.51951036,60.47026734,62.43002991,55.5777066,111.7428952,75.12429152,95.21128235,72.477746,61.39741523,105.7870399,107.0883254,100.3027806,84.80999511,82.58010536,119.2550793,76.8259787,79.37279681,50.48225873,79.39639881,40.99262073,54.35795257
"A375",88.46,NA,NA,28.38816121,57.62800836,40.73191514,50.44163907,6.73370444,45.38554079,59.64189392,67.14646192,51.27101393,108.6226605,72.38039686,96.04673845,65.42902602,102.8424379,85.61138489,79.79773264,90.34033207,83.25890917,73.53976197,101.2146094,64.59439566,72.01060492,56.1760898,93.71907498,41.85523014,71.7527527
"A554",78.55,80.16,67.95,13.80483487,23.00044099,38.21206328,49.89159702,14.90151375,31.82585954,46.23267461,58.95767525,45.91731746,98.61330578,62.51415409,79.74804934,68.36200216,82.49350326,83.16715148,84.44087276,81.39815921,69.44728845,78.1726768,93.68283952,46.21698587,62.78531639,44.44781832,70.73566677,32.29491895,61.91055878
"AS5707",91.63,92.63,NA,14.51222986,37.37203601,36.73621505,61.27888092,14.27500147,46.01872628,50.2233522,52.67390801,81.79614191,115.7013147,94.33176819,131.94207,73.55452403,111.8834748,97.88565722,85.7034828,124.5673298,95.49789965,83.72308534,115.1274581,78.55279254,80.59018611,58.09210262,94.65907067,46.07978927,92.1084412
"B100",83.6,NA,NA,20.0668933,49.73144678,41.32634547,51.41746017,11.49448234,42.86523965,51.7882174,64.32522929,54.7127187,120.196766,83.59702307,107.2265234,70.5264947,100.1839081,95.37822695,87.55768744,102.2206124,86.10846327,79.14652909,123.5198712,80.25328391,73.36327766,47.43353574,84.76538693,38.90264273,81.32160347
"B104",96.47,96.48,87.46,13.23551552,40.75766145,34.7147299,48.95833807,17.13993532,42.42470434,62.07428706,64.42229855,67.11289115,114.0166721,84.33239918,110.5219387,65.96098927,106.098587,113.0344218,105.8288578,105.4394704,98.05154679,83.8776284,118.5951431,80.56445523,82.7833969,44.0055648,90.93589416,39.58750055,81.29180162
"B105",91.21,91.2,92.03,11.13801779,16.85392449,31.23914183,39.32129379,5.92845414,18.27005896,58.41060103,60.68477817,64.54027268,87.78571202,79.12769788,112.6943163,59.60786964,86.35651105,102.4509575,91.12446674,103.4801769,69.96602239,72.95242669,89.84787964,66.5647627,63.48553998,39.92315485,82.842489,44.02978442,77.27983144
"B106",86.8,95.94,86.42,11.54438431,25.88102572,32.29470243,42.75255216,19.18009722,36.56496292,49.51577592,68.04877376,57.59512267,119.6052677,73.27871469,97.6103395,50.54009501,80.49275844,111.5706417,80.28154245,94.80894393,79.31719463,70.42909458,89.73212787,61.39678787,73.61245815,44.67192102,97.58225758,39.75891962,87.22168364
"B107",NA,98.37,NA,12.41518977,40.04173526,49.24620768,66.91912232,17.15835862,48.8478317,57.86832141,65.06556842,69.48736035,123.3663361,81.1242041,102.9326506,78.50642444,113.1082284,111.1023064,92.13307382,111.3274431,82.01833974,104.5601824,117.9685741,67.25112761,74.83889961,60.4546212,103.1535894,52.48004355,83.13714937
"B108",82.24,91.14,80.82,17.29012857,37.79051625,28.12403762,41.13158728,11.93772537,44.94838243,50.07820318,52.26094434,58.91818125,104.5719633,88.07150483,88.71861328,71.84227735,87.86207494,98.72460703,78.22198277,104.332142,88.82239563,65.47203405,97.45474418,73.47555997,77.21297418,31.3917791,70.39206846,40.23881471,83.93312559
"B109",93.08,100.18,93.06,19.76123215,50.93360081,42.22442888,61.22483608,19.72272248,53.25402301,60.14133446,76.92124819,56.60571663,129.0393311,84.1580089,110.8408512,71.7051495,107.4729857,125.1360681,105.0157214,106.5614827,102.4903032,84.31648901,129.7813926,76.87240979,84.10955715,42.65539572,97.37812183,31.09561143,89.6356395
"B110",93.77,94.66,99,26.86159943,60.64765238,42.25042995,62.08892744,18.54369677,45.35075886,60.60974612,73.21023746,60.1770696,131.5259491,94.65580454,128.4721421,68.46292751,116.9101888,113.3219345,83.14186277,107.3139793,101.8971305,73.72762121,113.7264441,90.4402646,91.35266667,55.30588468,102.9591523,41.25414261,83.60267827
"B113",83.72,96.11,81.99,19.23558281,34.62256537,43.89794244,49.44116298,16.00327734,58.15612011,60.56356218,80.87875335,64.25008566,118.162307,81.93783769,108.593671,60.17461549,94.97501883,95.00033248,100.5391482,105.334857,91.33662574,83.41365119,113.2174269,60.32059274,67.40377115,36.12009299,84.45387515,35.58300921,74.3552168
"B37",82.05,86.16,81.47,17.90170983,49.84345641,31.06599072,47.05535162,7.3689722,30.21675893,49.96643848,64.48458511,65.63673318,98.36615262,85.83079253,112.2888495,59.89415228,104.0666413,113.6126409,106.5782831,105.3908982,73.6077022,67.44637567,84.63716155,68.3644048,83.74779557,39.88362857,93.14795934,39.42954181,93.26832476
"B73",102.2,93.9,94.11,21.41397939,46.52607317,38.69157839,56.56596339,12.34406877,38.87452582,58.83378453,70.34993015,70.52336946,115.699005,79.77948762,104.9301686,68.26844459,102.6384136,129.1311063,116.5826619,111.0648755,74.65247808,67.29475104,88.5934522,78.31034565,96.50613098,51.83222297,102.6038104,35.37269955,92.37155626
"B84",96.47,98.26,90.59,30.37411249,64.84513994,48.61816317,61.16399706,13.45403774,47.57050317,55.54441011,65.79243876,64.7454628,128.6488511,86.86966472,112.4155248,81.32294089,106.7727893,108.0117356,104.6780013,103.6379794,91.16283316,80.94907306,104.8297854,74.14391472,83.50391153,54.46737201,101.6595238,46.16546929,74.39763195
"B89",72.61,83.2,78.37,3.77433448,15.74010002,34.73620587,39.61993904,19.43906529,25.99313085,45.60110779,58.57766921,40.66839891,107.2825927,70.47909229,97.40948334,45.40949783,66.30640552,84.42294668,72.43824957,92.66966811,72.38791276,69.77861519,89.20250529,51.77381179,46.13567573,43.56440089,77.25077058,35.53501009,74.41687478
"B97",97.33,97.05,89.24,40.86296877,73.42247508,41.53714398,60.5455422,27.1224412,54.07167941,56.58526507,74.51470323,69.03385949,120.7166649,91.71345654,113.373959,77.56766326,117.1392381,115.5154979,107.7264784,119.347143,93.80614597,105.0055038,123.9706167,87.86832244,76.99466156,64.32199733,99.93677995,55.2729165,102.7080996
"B98",100.08,87.07,86.73,16.8262967,27.43621119,32.94967678,44.64381711,7.568326,47.71078032,50.63359694,61.89045017,60.71758008,112.9644587,85.31924841,120.0095374,50.04818839,91.16431795,109.2405147,113.1897422,124.761666,95.09600392,67.90974533,84.59002497,65.16710975,81.63308126,27.16979695,94.42250032,32.3814619,72.82515018
"C103",89.66,88.48,79.45,4.92643319,17.18279444,19.36544713,33.4797384,6.93479348,21.51997184,37.08135644,63.05138555,58.20859913,117.4879564,84.21607458,102.2562037,68.21082208,94.50457169,91.09114273,86.14710814,94.12797543,91.83173229,61.39953499,92.11333177,73.19326443,79.51640526,22.84873606,89.34378382,37.40631472,71.86248196
"CO109",78.59,NA,NA,16.44665963,32.4598024,38.10232375,41.91878786,0.87503187,25.36535025,52.22609878,54.56713301,39.36292408,96.93114188,70.44592814,95.58690947,51.77475275,104.7750422,86.00623036,66.97091313,56.04003762,44.1494035,56.95057347,73.61378032,42.81317081,54.01994694,38.18489402,81.61178758,34.31960964,69.32581305
"CR1HT",85.05,98.53,94.48,13.50595994,23.53316444,32.00570948,49.18818052,3.87247546,24.3696552,53.67817958,54.51910887,59.57020196,113.3565879,77.20064426,106.2591073,66.11888961,95.60482365,88.46878944,90.9888678,88.50318188,59.93968763,83.66485852,103.816314,62.91490295,69.24814113,42.60746748,87.74431379,37.2039752,81.96585417
"D09",80.54,87.02,71,27.06671812,47.88085762,31.66677242,54.05414075,12.54866164,48.5577566,52.4400691,62.46079954,46.02160687,100.6223953,61.87114522,93.96917381,67.60503059,96.92108329,86.53043268,95.36233729,82.44451617,54.04436793,69.55778514,98.84439837,52.1884436,62.63110491,35.67795455,79.2376731,23.74288353,67.24127581
"DE811",103.25,95.19,92.53,16.88994347,37.94884231,50.52720914,57.27353076,24.42631537,40.99040268,55.6974661,57.0689778,69.81635452,101.5976476,90.35154038,102.3854191,75.80582084,101.0151701,109.2511069,109.666709,115.2026776,107.7581523,83.68917747,117.9048485,81.19195444,91.34981082,48.94025298,83.70509831,45.26195652,81.58968375
"DK4676A",93.45,89.75,100.3,15.5129299,43.09708583,35.94853584,40.83167993,14.54587077,41.4802774,54.46947298,60.67606426,55.83557887,114.6726189,73.67144734,92.6839392,65.20824358,79.92860381,91.74301687,96.1927547,90.96759226,65.45801457,69.09731937,127.1405911,62.04331708,61.07330766,36.38028027,93.99648371,27.89560833,67.75232646
"DK78010",90.41,96.26,84.49,16.89003763,49.79486353,36.50627733,56.7380103,19.3282423,46.9831379,52.50863204,65.45413636,65.15662245,119.4930353,85.62841777,101.2043206,60.88891848,97.85468441,104.7586304,107.9233109,103.0599607,76.15867742,77.25541909,124.2403278,68.83263054,71.61036464,55.21960392,92.03330932,43.76662014,77.39875799
"DK78371A",95.68,104.26,89.61,6.02928758,9.45991948,31.11687472,53.98697203,5.3457051,25.52360187,57.06309633,57.35416565,69.03223718,126.6199451,77.92560246,120.6611103,70.80791573,107.2332954,123.1195329,111.1126858,120.8829386,87.47761445,75.62872005,78.10681871,72.30588559,76.64513437,52.02408626,108.8730902,36.02866719,86.59210734
"DKFAPW",91.18,89.56,84.31,24.16758458,51.95615919,38.04382102,55.82847441,9.55046364,42.64464442,55.35963806,63.66286455,64.79740212,106.7012005,76.92333767,103.7472801,65.54779605,97.97428762,101.5026028,104.8869336,93.31571581,71.56601196,80.46378979,95.83152073,52.56595946,68.10543093,41.38979073,95.1191003,36.3327191,81.17243572
"DKFBHJ",92.22,95.86,87.9,10.6835554,46.82588869,34.84313796,60.80675424,9.56275729,29.73619616,42.25946353,56.35970823,50.74649945,113.0862135,73.65376108,99.82693126,66.10753827,99.72715642,103.336762,86.87041152,85.28739152,78.35219836,75.80030862,93.7730448,65.49925342,73.81519264,36.14717124,74.7163278,27.12889966,69.47139285
"DKIBO2",NA,97.09,94.35,6.44625561,24.49534868,26.17980156,45.47410678,9.77613946,22.87162552,49.27991349,54.17277342,59.99381857,107.723858,66.32881014,93.10996321,60.07594026,75.04840781,110.8158805,81.46759592,92.69809175,75.99063085,66.52581954,93.57637486,49.76354885,66.02544431,51.19471211,87.34888196,36.87616314,68.38411218
"DKMBST",95.93,104.37,93.39,10.27185483,36.47737162,37.86554117,56.39114866,12.00636931,40.25165313,66.39289452,68.42524839,71.57402844,135.3476749,82.42571978,116.8138533,79.66653995,99.65508522,123.2646089,114.5979483,114.5230084,80.08796751,66.95128167,92.02463439,70.67048899,76.58514825,54.95498909,114.8263906,51.71448649,86.4199719
"EA1027",79.38,90.01,62.67,12.92440993,30.66481579,27.27917382,46.39151351,11.07476048,31.56524374,46.65721029,64.04055617,55.88639049,112.2167181,73.12535807,112.0902822,58.22935567,72.37600807,82.37384585,59.49178378,77.94819827,52.02589225,57.9840544,65.17987022,42.91689939,33.82102761,33.38191557,74.77423199,32.11382334,61.76742264
"EA1163",65.69,74.81,NA,7.1164619,22.44097433,23.28512126,37.01554417,1.97329555,23.37016653,42.96890401,59.43910217,39.14506199,81.07059073,57.62943003,77.60136032,49.26176455,70.64518871,67.41266299,53.81616184,81.53108326,55.08905696,48.61444492,75.75398325,44.74937054,55.25842075,38.90995022,66.45495527,19.49641701,56.33333004
"EA3076",79.63,66.67,54.54,20.79466243,39.69187294,33.01750486,50.79037063,20.69384418,42.46861578,42.79114513,57.74012625,55.32157353,98.65506235,64.1803199,86.22764967,66.02539943,117.5003507,96.79800503,86.41007024,95.20753216,71.22441667,64.40983701,73.90597407,64.41671498,68.42341637,27.06351341,67.29162955,33.48265355,67.6341003
"EC136",78.53,94.72,90.65,14.43153598,52.56613617,27.19146053,42.59697291,10.28958766,24.89902637,47.44711272,56.51083249,38.78925351,106.3882016,70.64205751,91.48022294,51.26238509,95.08054719,90.9727082,81.11155495,91.00104178,56.22564591,61.62921218,113.3925464,53.05259879,75.61479829,29.98975342,76.80757669,14.89815535,74.61108304
"EC140",99.97,91.98,84,15.87744862,39.2618792,33.62575494,51.63175549,12.69401828,38.12076616,57.27618647,67.34162048,60.85388529,104.2299623,72.20286964,105.8047106,66.27121432,97.4205111,90.07060629,100.4148347,97.82313204,81.69428639,77.89742174,106.5406874,74.88634653,83.05063002,47.44033646,82.67510758,36.09041621,78.20598381
"EC151",81.61,90.39,90.7,36.45746671,53.62687627,28.82002028,46.44573093,21.72987871,48.0314855,54.2700416,85.81447527,57.0322458,100.6062484,80.41924917,110.9973796,75.85536624,111.0319548,71.91801723,92.2245674,81.44711369,63.15752028,71.71691754,114.8655857,51.93945567,47.95461359,49.42416787,87.00852363,52.07677028,67.14753744
"EC169",82.7,80.66,74.27,14.81762643,33.38368132,27.51259027,48.00146812,9.11706327,38.89654643,48.42853804,62.86219727,47.09281871,110.5022434,59.80292702,83.16760343,60.43895203,82.95675878,92.23887237,104.5643566,87.48653423,56.48222955,65.73541687,100.3522087,53.28296309,55.40919009,52.77601643,94.87500785,30.44594704,60.17982412
"EC175",81.65,85.09,79,6.60451718,20.24682134,28.66152198,50.60683925,1.97329555,25.81778739,33.48525982,57.56249974,57.16217309,84.3520169,63.64084967,75.20192483,67.15577502,82.38167274,91.86284442,99.51806463,96.07164076,70.25884172,78.02204363,102.1998383,52.65679154,55.72218991,31.38259653,78.11664463,26.66460236,72.08390819
"EC232",81.96,92.06,69.39,10.1588779,43.22133458,37.50822838,48.37350005,22.22743313,27.48295078,46.46545153,51.39362892,52.5200276,108.5610659,74.41159763,103.185176,70.93872533,94.10352546,90.68136969,90.33730663,88.68285345,73.50978135,61.15747197,92.94460631,57.28292418,38.3702258,51.52620709,84.43020058,41.5963581,78.13598758
"EC242C",95.03,93.55,93.91,19.84709538,53.33130621,34.78085041,71.9883146,15.50270359,40.78555885,55.34867073,68.44556936,59.33802074,109.7674376,73.57236819,92.07664043,78.33021751,81.93805854,108.9292804,102.5732373,96.25270418,78.92721569,80.88596437,126.4986372,56.86201329,61.96068984,60.22600358,97.60569898,44.7781388,74.00944626
"EC334",80.77,87.41,83.9,14.09586368,36.37102314,34.23738979,54.411246,7.10177344,40.57701569,46.33941503,60.67185721,68.3737767,97.94708201,73.76732843,74.36004881,59.26122112,79.27942933,96.14579291,106.5668033,102.6885168,89.24561821,85.32165041,136.8578618,71.66888819,69.92988434,42.82590488,83.07248357,34.345288,97.36795307
"EP10",81.97,73.83,68.49,22.69730386,34.38009679,36.81591021,45.85205644,5.65514626,22.53861127,38.72335486,44.37273027,47.91207215,94.19770561,54.54917878,83.95480511,44.28951989,83.16970045,82.42909342,82.62792152,66.30874607,40.51070293,37.61962669,67.40961102,45.39073478,54.98677186,33.08071113,64.26026893,24.48050064,57.92105006
"EP2008-18",NA,97.19,87.02,22.6161295,42.32789865,50.86495447,57.72857459,4.58996881,37.76966301,49.17339887,69.19965565,52.36044069,115.6189928,78.88270092,113.470917,60.77720959,80.79563804,102.8089076,94.61686933,86.03502217,70.11150038,72.42407058,112.5127722,72.74159234,81.78536016,44.11925236,84.09909797,39.99143246,75.59786147
"EP2008-22",NA,93.82,96.63,15.43379249,26.24467641,41.59666997,53.09057688,17.16627922,23.23151601,49.59156117,67.36733835,59.40156772,106.9618925,85.45353531,99.92791291,49.47403056,75.18857986,74.16572758,83.57330458,87.88906357,69.96602239,76.94984567,94.6459151,55.89598611,61.2791308,51.35727323,81.37676231,36.88892423,71.97156624
"EP29",86.39,81.35,89.86,30.52749757,58.42266787,45.05792251,50.7990159,26.79420595,47.1000793,53.10101841,70.21764352,51.24175767,111.3902429,71.53106386,104.090122,60.89147162,93.54366887,103.7594262,111.4201655,98.21342318,81.85816745,73.66872694,104.0887891,75.57436477,80.3098121,36.24562737,80.28364366,30.68358724,65.86209956
"EP51",87.75,90.69,80.86,12.43818454,19.59867267,19.62547341,38.27727131,7.78978492,24.27526191,44.35197945,55.75476719,54.63438048,95.18578379,71.7566235,88.6019372,49.78447691,65.79698784,96.83919669,77.78234616,83.64493747,72.3367537,51.9170731,71.54708459,53.36888596,62.84616969,38.79072233,77.06374081,36.32448331,71.46994068
"EP52",92.05,91.37,95.98,23.14732685,54.86129444,39.81548817,44.57785977,24.91387248,57.18693227,59.7413059,69.84565587,65.34986577,114.2322088,81.99504556,108.561846,77.81239842,121.0976943,118.8002761,84.03247935,93.60530614,70.870145,71.97517376,134.5822031,65.39337033,79.39357139,44.70641589,89.72195803,36.38007973,75.5506624
"EP55",71,83.76,50.28,21.6396286,42.65954281,36.175628,48.88063383,13.75283569,40.88521297,37.54107523,58.65207468,53.3163771,92.50375368,69.77471593,86.65427894,63.75897949,91.45702834,73.0745577,81.33966328,72.76373524,62.23031653,61.90745904,85.55063873,51.40831277,59.10205563,38.11836075,69.61859868,40.36930512,48.01724008
"EP67",NA,84.12,74.72,11.48235329,28.16562962,35.17354257,46.05909679,11.6112405,42.71935786,56.82463812,52.30073696,47.89318222,98.97218134,68.02016585,89.99925194,60.10915259,74.93941992,83.38081861,80.04697231,74.16526077,61.67429037,63.57507183,97.8392576,47.02298472,58.37890507,37.5181067,76.67458603,34.64646825,43.90269549
"EP72",66.89,86.72,76.02,15.99460442,25.73166757,26.98631244,47.18256202,7.03510478,37.40510945,30.20909213,42.87135563,50.04743677,105.4154788,55.73061357,83.22183413,48.64125485,96.57926673,75.91429416,81.48046998,80.13925193,44.14352054,45.41003206,79.65122134,34.21446388,33.20675708,36.15573844,79.39068541,28.39009369,59.9155484
"EP77",69.74,88.94,75.6,12.33837635,26.6860105,25.51810973,58.29449927,4.14355959,38.82232551,39.18635508,54.09553581,33.71661785,102.9416915,55.38826061,82.36922993,38.94369585,95.94223298,90.01519618,71.8485351,76.1132865,52.65773661,46.04642465,73.16530772,43.58478925,69.16060125,29.64541302,79.96634235,17.00855008,65.41811967
"EZ11A",99.28,93.51,91.03,25.85620188,60.83299381,42.62327393,52.83436391,27.58520896,52.04682762,60.69700734,72.56529165,63.54329346,108.5852073,87.51768685,115.3078977,62.99618503,97.91422416,114.4790695,98.83956296,103.4801769,84.59404003,79.12943069,116.0569357,84.04278688,92.33246925,41.64948352,82.06476111,42.32468351,79.40485901
"EZ18",92.16,88.69,81.43,23.86758335,49.7540023,44.14859573,63.215646,21.03745024,57.30143855,58.67388808,58.1146769,62.03464798,120.5525984,71.30098991,107.4283806,68.14360512,117.9897008,112.2589656,94.19379531,90.28005063,77.59852555,75.19774675,83.81370437,70.95840906,81.96822287,34.15205749,85.61236347,32.82566359,72.15932629
"EZ31",88.25,95.78,87.95,7.01262044,24.78322054,30.16040527,44.48397573,6.90334262,33.34415379,47.47731065,63.89497018,61.39921589,114.1174883,76.11116538,101.5258016,70.59515806,108.8065747,108.4883445,106.5533624,89.62882315,88.81010109,71.23290064,100.832076,74.66122663,77.80589981,42.15155027,85.29283375,26.31613603,76.14855763
"EZ34",NA,90.93,85.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EZ35",75.27,94.14,84.55,17.63352616,36.57944554,39.47640072,52.75376734,9.44944069,36.90675875,51.51132889,69.95262355,55.31659523,116.9040563,83.821857,88.46193267,73.82371337,101.9781024,90.36734719,98.15336942,102.6157605,79.22245936,79.5134989,101.7644001,79.00557525,88.38315637,32.92709989,71.71359277,41.59559337,79.2451163
"EZ36",96.65,95.74,77.73,32.1556282,56.02748759,49.30346603,58.61706251,30.27556399,54.69538909,55.18727382,64.48079787,52.12702474,117.5818685,77.50711331,113.3120099,70.08099088,100.9734152,100.1238051,89.57619734,110.094418,86.51779296,73.0209876,108.8276775,62.2206251,80.49398362,50.33098866,82.75219684,55.07988995,83.30157273
"EZ37",88.13,101.4,95.43,16.55047679,54.94585311,42.69877568,63.02591181,10.46270928,46.50198347,50.96467166,60.97188161,59.03871911,118.9402879,73.5445962,107.573429,54.94519875,79.31302208,112.0912224,109.1437663,86.78472405,74.56033727,72.04654118,111.1588244,66.560325,74.32483319,52.0747058,85.47108983,42.53923002,77.43360888
"EZ38",89.91,98.14,85.47,31.54217042,47.00613976,39.37087322,53.99533769,8.79875362,42.45136442,52.57488705,56.24038498,65.61929507,124.8278127,84.38790869,117.0948591,71.98090381,112.9116374,103.4484335,97.44250715,109.4513246,86.25356955,76.15214749,81.58824617,69.66788529,70.0800649,55.81790186,72.46940135,40.8224944,88.11199126
"EZ40",NA,93.26,95.58,29.74295859,55.78340982,44.51905167,52.33077855,13.28582857,45.27761084,52.32160499,70.21879443,69.11857596,107.8265812,88.86736543,118.1686594,64.27396838,103.7325971,103.8210117,95.91667897,99.50739176,80.40305367,105.8390242,134.6294761,67.29172779,64.52729082,51.55689865,93.52828649,60.94065058,98.9976071
"EZ42",94.71,97.99,88.21,26.76013082,46.56686848,37.54073839,48.82888806,14.99157562,52.03106603,56.44229347,68.58451151,74.48073664,120.39301,81.27366231,108.0894379,72.51197542,109.6158951,118.5008532,95.10803208,109.9954775,92.48819222,78.74082967,128.512655,65.1303253,62.5406331,50.59279962,94.47640698,50.72464216,74.67365698
"EZ47",81.66,95.69,89.12,9.24170318,23.28299359,31.99403687,63.74464198,4.5008706,32.98090479,39.8296522,39.83116856,57.49418391,98.04412142,73.58670463,107.1105691,68.02273548,92.47509646,96.54189622,94.73616295,86.49697662,75.10867551,77.37514749,118.8863602,72.94782475,77.09322152,30.03080129,70.81553508,46.07843849,75.51613442
"EZ48",80.88,93.51,NA,21.43174164,52.84005074,38.4266267,57.73823042,12.0837377,47.39825227,52.82823548,70.87842231,58.79686854,131.0766572,84.32205843,110.3921991,67.15738635,93.33627341,125.804968,113.6738358,97.47174738,78.623495,78.93979421,120.6997397,80.45893926,79.25854534,42.56990118,92.23983104,38.94222575,82.15280674
"F04401",93.94,97.49,89.64,29.23597727,59.05163174,44.70168348,56.07388607,14.79075597,44.38584573,58.38349783,72.53063827,55.88627405,107.0506127,77.23951468,103.0608637,80.01126845,119.4933738,90.23847919,103.6151055,91.44885514,75.98169304,89.68469576,117.5027256,74.81954927,87.31528553,59.18797159,88.79147822,45.18259114,71.78584131
"F04402",92.75,95.76,87.56,23.95294769,50.24910974,23.33552792,46.83051881,7.48352679,51.93617941,54.573765,54.2211396,64.38390412,110.1539264,76.92132802,103.7793813,83.26506797,106.5707499,100.8610992,105.7374847,96.94669803,81.85816745,94.05599836,119.9015517,81.40314407,89.78524719,56.96210047,84.8074495,43.39009821,71.55868918
"F04701",NA,102.88,87.02,6.58437883,30.80632389,28.64975501,62.57167446,11.95989436,33.00836252,61.0521489,71.91541189,66.11928748,128.5929759,84.18417997,108.3627328,69.82957719,97.23559582,115.3659057,99.47743662,109.5318002,82.81463516,74.80365175,89.98958325,81.81848395,75.19251513,46.49000033,97.80513268,38.15247948,82.93507369
"F04702",100.87,101.83,83.06,5.39504803,24.23431965,34.22402594,53.4743404,6.9870995,26.03208748,47.97830705,56.66142969,67.68877926,125.988644,77.66072214,104.6448294,69.78429319,99.47796984,117.1789373,92.40231269,108.8125356,71.6246831,87.83428275,100.0225215,58.51684584,52.94738835,41.802236,104.5117268,34.06485598,71.88491103
"F05101",99.97,95.23,95.9,16.28871723,60.83573165,39.12598627,54.88332111,9.17669914,27.80535699,57.26570639,61.25304321,58.95238811,117.8871627,76.48412026,101.585145,71.34010306,114.7257658,115.9701347,110.5104607,113.2387105,95.52318878,75.48547772,118.9343375,84.37293072,86.17553013,57.05259289,96.22913582,42.18876519,78.41864161
"F05404",104.37,104.93,100.74,16.09478311,49.63704317,37.94984117,48.60648392,12.96823133,49.5024425,71.49434785,74.87082425,57.79346852,121.7390315,81.21762624,117.5502233,74.44965118,108.2339528,114.7485718,104.6877414,112.4664854,105.8716307,106.7301827,140.8761446,77.8323976,87.05411728,63.74471655,92.79902942,49.62177084,91.56216818
"F1808",86.9,98.23,97.3,16.66581637,47.20400228,31.61896944,54.38811464,9.64712325,48.19024589,57.17503756,74.1925221,69.90793302,116.4024819,80.57435936,104.5914488,65.52507781,101.7703602,109.7846452,97.00302506,104.6178112,74.01281788,92.7227762,118.7299281,66.63133739,76.81532286,50.78827166,99.2130485,43.66013701,75.05253611
"F1890",98.73,97.88,89.96,22.64296979,54.37850987,43.54337563,53.16276477,16.36559694,46.07151636,63.73155848,64.55045017,72.33807718,118.1655177,86.22541002,112.8237688,78.9093155,101.8344442,102.6233752,101.9381034,100.6417589,77.26884097,114.899122,125.0234068,76.30665475,82.38579019,63.65197124,101.7769582,48.27541986,81.44887667
"F218",75.86,82.95,83.54,13.29537443,24.05605235,33.87855934,55.63389245,18.94695217,44.35446745,54.4857935,57.98089289,47.3923492,98.97343576,65.69666892,81.72974742,65.92113897,80.07743163,86.40599654,101.7226171,68.71297098,56.59389256,61.3121721,95.9686878,43.81905729,42.96556507,52.56684485,79.44559786,35.47386849,63.82877901
"F252",58.82,79.32,67.39,11.08822951,26.19601223,28.26046468,45.33506235,9.12732305,22.81137333,31.53095873,52.5376864,36.23016886,77.47393048,59.1875523,72.3666755,60.50253356,74.47092179,68.71952786,57.89483402,59.83161526,47.71713959,49.14064977,69.36319914,40.98694712,43.72567533,38.81779856,64.46289206,24.51768735,48.21364776
"F353",91.56,122,82.79,28.73877364,49.88931423,33.87570155,44.24332004,20.892894,36.72621942,43.86503773,55.93959418,45.38378431,103.5050324,66.57537542,90.33183482,70.11252555,99.40304617,94.12468002,103.1902359,89.79940223,66.39528309,76.61244598,109.8197731,59.57946548,66.85875294,46.43397161,85.67374451,39.5252817,69.30684705
