"GENOTYPE","Bernburg.2014.OPT","Blois.2014.OPT","Blois.2014.WD","Campagnola.2012.WD","Campagnola.2012.OPT","Campagnola.2013.WD","Campagnola.2013.OPT","Craiova.2012.WD","Craiova.2012.OPT","Debrecen.2012.WD","Debrecen.2012.OPT","Debrecen.2013.WD","Gaillac.2012.OPT","Gaillac.2013.WD","Gaillac.2013.OPT","Graneros.2013.WD","Graneros.2013.OPT","Karlsruhe.2012.WD","Karlsruhe.2012.OPT","Karlsruhe.2013.WD","Karlsruhe.2013.OPT","Martonvasar.2013.WD","Martonvasar.2013.OPT","Murony.2013.WD","Murony.2013.OPT","Nerac.2012.WD","Nerac.2012.OPT","Nerac.2013.WD","Nerac.2013.OPT"
"UH_S018",NA,97.01,94.12,31.57742781,53.28112021,50.50745169,67.35853783,9.41461254,50.67391213,59.2116075,69.82768931,58.0587951,114.3462683,89.47797785,116.0271279,83.72952296,107.8008406,106.2807344,101.2571238,105.2631066,71.51917591,89.87020539,131.4585,70.7809376,77.75828347,49.09544834,91.57529705,36.69144686,95.27647993
"UH_S020",103.42,101.28,94.46,24.22735671,56.42073966,48.64570815,59.10346233,9.71269031,45.67813167,59.68371211,70.50953085,71.35880967,120.0525024,90.49061893,115.9718759,80.15167771,123.7993399,108.0729827,97.99474132,89.63929962,67.16833773,96.94391748,115.7709364,89.25585945,82.68679714,46.57749831,96.79248411,46.43194035,100.2803111
"UH_S025",97.16,97.74,90.49,25.84279269,43.84555344,40.33202641,57.54125591,16.71500513,36.76310108,45.5497549,53.38416681,49.7357944,96.3161006,73.2359322,95.08127047,71.23846154,97.34051346,92.95396804,101.9153178,87.5564182,66.47852985,73.56234039,97.25039993,70.05973047,74.16084227,52.06213719,82.48663298,32.81839236,88.93028914
"UH250",81.86,91.42,81.49,23.78863618,43.2564012,38.40100419,53.32469919,18.13916716,41.23526377,47.65769158,57.45511209,42.4936386,96.80222905,77.62317193,101.0719452,82.06196058,89.8806182,90.29083796,88.63593955,88.38043672,66.53843068,78.11084607,114.1593993,59.18588397,60.30748371,46.99523607,86.59872825,34.51343576,71.19806631
"UH304",95.32,101.88,84.4,16.27543137,37.5546333,37.55419275,52.80002157,14.74979619,36.39751005,45.97270891,63.42551778,57.81919236,112.847124,80.37745441,103.3331193,71.48461289,95.66753127,100.5261249,100.3206009,103.8956358,84.14419544,78.29254145,104.4315643,60.2630135,73.10611608,56.91000921,89.46863164,52.49991406,83.49340445
"VA26",90.79,102.99,88.39,7.02053073,24.83544813,39.99416047,58.75571824,8.18018847,20.62813464,57.58712701,63.22033843,65.72091471,106.6595423,77.94535854,102.6614302,71.77828964,106.9368187,116.6319543,110.9584997,102.950131,92.92943665,70.61531507,87.21623154,73.34915471,73.15783019,48.96011922,85.94115595,37.56773551,81.17860045
"W117",90.78,84.22,75.2,13.53045056,20.52064734,24.1358478,63.03924717,3.80213676,30.28892878,52.73448889,54.32925938,58.76730642,94.47110112,61.21240501,84.37780007,71.20908367,88.22170127,86.80481951,100.1242917,77.85921968,77.14989803,66.78117088,98.16522477,50.20956296,58.14843688,27.62413564,69.540502,20.92626542,77.68654819
"W153R",NA,NA,NA,6.52512521,23.30048922,44.50494352,62.76224077,5.75878716,33.90341261,45.29802319,49.41339007,71.21965321,100.7680064,74.81849672,112.4245776,79.44546675,111.0619099,80.17519825,91.35832378,82.26914702,57.56571309,82.46695848,119.902376,77.93271714,79.85304269,32.9065108,78.31066464,41.17448075,77.80845417
"W182E",85.63,87.48,81.45,17.61792017,30.95238704,34.25047375,53.93882963,4.15030777,23.1171404,40.70679709,60.01456821,47.76710344,92.7070415,68.52568604,75.33170358,56.397372,79.54564968,87.00627201,82.29760888,77.01561119,65.84402295,65.82496843,84.45169689,49.20323732,58.09629615,38.13816529,79.84994704,28.59505774,65.52254835
"W23",67.05,79.84,76.32,9.24427663,16.61743245,30.16337028,38.28815392,8.86026398,29.09077052,51.21831924,64.3162554,54.24929036,93.40878302,72.0879838,80.54009471,53.78191266,74.4075665,84.91742735,73.5943201,84.08622473,60.09343991,60.69636327,82.27758741,50.15432506,55.17966561,24.37210695,73.70132297,28.65114543,64.87269474
"W602S",73.31,89.22,89.94,24.15780103,50.001371,38.95272142,46.42542238,11.08504495,33.09231113,47.33666395,59.00173191,54.97868795,100.2214473,70.67120636,94.06908207,79.3134434,98.55302169,97.55247747,91.31432853,74.44885903,52.65773661,81.22378587,113.8042478,65.59641215,67.28474766,45.13944964,80.90086761,34.68558302,62.62998196
"W604S",80.27,89.62,52.25,14.53823075,45.36388759,41.0311582,54.18136967,11.73352238,43.20141342,44.79825638,59.85395267,47.71057312,105.4083144,72.52987318,108.3680548,68.57437129,107.7002246,90.3576289,91.6181053,97.04093588,75.34901165,73.75458927,102.1892016,61.46491082,73.6151639,44.79336525,90.98916539,32.99465138,81.62359766
"W64A",89.99,78.83,70.57,13.87300441,22.28296991,36.08652743,45.96217582,8.14618018,29.88818982,55.40503174,72.7631869,57.41010671,103.5536712,68.94623666,93.51949291,51.50201459,72.31115171,82.2548851,91.59202451,86.95027268,81.20287659,74.48361412,97.26134297,56.80366645,79.95492938,42.07876665,79.11618976,27.16118763,57.36341972
"W9",71.22,76.34,64.66,17.44813519,25.98511444,26.1430989,41.82847414,3.99144811,22.68383161,54.27136726,57.90396892,45.69048801,87.97441277,58.80548036,83.26042144,63.614368,74.37691606,78.78966975,78.38624788,67.94282556,60.23192424,70.69866331,87.463029,39.38679125,39.43514067,40.65345041,68.92841911,18.63541435,55.06640599
"W95115",79.55,88.69,77.17,10.5956821,25.24476368,32.94727134,34.10318013,4.34361475,24.5499675,52.96216259,61.4993037,51.8161479,105.6831381,76.36978294,86.74715711,63.7003851,94.15994241,86.74911283,97.72863947,79.94363969,65.96597641,67.7158314,72.78773584,48.69919087,45.55417814,35.9431187,48.92198624,30.08257762,71.85547421
"WF9",102.39,72.5,75.54,14.9891751,24.63993991,34.50338436,49.70651126,5.31240728,21.09541188,54.73888831,57.76250833,59.15584964,109.7135272,65.05005719,85.74653536,55.62198134,87.89329924,94.50839316,86.01887441,95.96425263,68.10312252,70.67305337,97.85393309,64.92852412,75.58632797,35.94540294,84.27479718,32.4757302,70.72119919
